Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
24.0,Male,0,4.41151,7.231682368080974,2.25583,5.083983600631681,Sports,ISFJ
30.0,Female,1,0.94536,4.574596656156115,0.45585,2.8692030929105368,Technology,INFP
26.0,Female,0,7.03323,6.438174463575516,4.96141,3.666980614110456,Arts,ESTP
24.0,Female,1,7.18389,5.028229906757009,9.86949,6.007419131091716,Sports,ENTP
23.0,Male,0,2.97901,6.931414150638092,4.11327,6.144360211154934,Others,ISFJ
20.0,Female,0,0.94124,5.906331361359813,7.04631,6.357216031011646,Arts,INTJ
26.0,Male,1,2.16251,6.562821982777982,9.42427,2.906655625816066,Arts,ISTP
41.0,Female,0,0.76409,5.730362258713075,6.6094,6.977797902310687,Unknown,INTJ
27.0,Male,1,2.03208,6.4769248404250375,8.36727,6.4650277246938925,Unknown,ISTP
25.0,Male,0,0.17408,6.216343759661665,1.64486,2.32010120237436,Technology,ISFP
29.0,Male,0,9.9055,4.9930812882656985,6.66095,5.721144581415801,Sports,ENTJ
43.0,Male,0,1.66258,7.20409589773015,1.56163,5.268007111672195,Unknown,ISFP
26.0,Male,0,1.41496,4.947893896385761,1.94692,6.798563368385115,Unknown,INFJ
34.0,Female,0,5.96998,6.5009468200718405,6.03136,6.090761903630306,Arts,ESTJ
32.0,Female,0,5.45753,6.647699097204692,5.66413,6.094811077321966,Arts,ESTJ
26.0,Female,0,9.49845,6.581099033796695,4.24671,6.854605893314395,Others,ESFJ
22.0,Male,0,6.5288,6.28792830609561,9.62299,6.769622385014108,Unknown,ESTJ
30.0,Female,0,5.87747,7.00670900279265,9.53894,6.844594406171175,Unknown,ESTJ
23.0,Male,0,4.52216,6.405981010759128,1.63138,4.801238858636816,Arts,INFP
26.0,Male,0,6.66774,5.433789900360139,3.26058,7.002799613534,Sports,ENFJ
28.0,Male,0,8.5376,5.287787783604591,8.70289,7.067952208586625,Unknown,ENTJ
30.0,Female,0,8.42575,5.575211954522574,7.7463,4.83579313912427,Sports,ENTP
28.0,Male,0,1.74071,3.8742514721167356,9.01364,6.8505834635142975,Arts,INTJ
25.0,Male,0,5.44005,6.247531351393719,1.48013,6.668218201349162,Sports,ESFJ
29.0,Female,0,2.93519,6.296769485938678,8.20765,5.193930486100927,Sports,ISTJ
25.0,Female,1,8.76601,6.421190240405034,4.96982,8.443343834280075,Sports,ESFJ
27.0,Male,0,2.75499,1.997941719215885,8.29094,3.3888781197944295,Unknown,INTP
26.0,Female,0,5.69705,6.4443997962769695,4.98374,6.431023640443728,Sports,ESFJ
30.0,Male,0,6.37283,6.1463607646916625,9.20102,6.222662372566225,Unknown,ESTJ
27.0,Male,1,7.84045,4.96886367820023,1.43226,2.675988712123254,Sports,ENFP
27.0,Male,1,3.27859,4.761864738571581,3.84268,5.588515744259955,Unknown,INFP
32.0,Female,0,6.56229,5.406718301697998,9.76161,6.300411616781203,Unknown,ENTJ
32.0,Female,0,5.75435,6.233437577208721,7.97532,3.0207380836153863,Technology,ESTP
29.0,Female,1,7.21804,6.68003355710559,8.90151,4.104077051037897,Unknown,ESTP
25.0,Male,1,7.75952,6.429240527831969,5.53532,5.291708806805014,Technology,ESFP
28.0,Female,0,5.22469,6.132975379690223,3.33154,6.343697892257907,Unknown,ESFJ
40.0,Male,0,6.07447,7.056958229273021,8.86425,3.8602071290383484,Sports,ESTP
23.0,Male,0,7.53348,6.576741353316736,4.32667,6.665374055603215,Unknown,ENFJ
30.0,Male,0,1.85557,6.34403695029276,9.02147,6.564052048311328,Arts,ISTJ
26.0,Female,0,8.38786,7.9834372764452,5.70156,5.371648205274564,Sports,ESTJ
25.0,Female,1,5.15884,4.774337767297726,9.59346,5.788787471011894,Technology,ENTP
23.0,Male,0,1.19115,5.363730482842139,8.44373,6.46077320426067,Unknown,INTJ
27.0,Male,0,3.35618,6.3350176151326725,1.17608,3.131572658884413,Sports,ISFP
30.0,Male,1,1.25938,4.742203944187748,6.10691,5.608732814891285,Technology,INFP
33.0,Female,0,0.574,6.751607030428014,3.30387,4.852623918408587,Technology,ISFP
28.0,Male,0,5.81541,6.475267648793653,3.27404,3.3457540745140077,Arts,ESFP
25.0,Male,1,3.35252,7.315608565865787,8.48246,2.0712216879376126,Others,ISTP
27.0,Male,0,1.17083,6.292612619014389,9.8055,6.85136253209474,Unknown,ISTJ
27.0,Male,0,9.69502,6.32545225923771,8.31311,6.02783303139613,Arts,ESTJ
23.0,Female,0,5.35481,6.239328323165135,8.53734,7.20148788223391,Technology,ESTJ
32.0,Female,0,7.74561,4.066128591143936,7.92083,6.969203041944181,Arts,ENTJ
23.0,Male,0,1.09506,7.140589180727565,5.08643,6.352283632852153,Sports,ISFJ
37.0,Male,1,4.70297,4.018514134774559,2.00396,4.503286072920874,Technology,ENFP
23.0,Male,1,2.15499,6.1113502734486165,9.51466,3.4917160215490926,Unknown,ISTP
24.0,Male,0,3.77903,6.991043711099242,9.34517,5.681175522803135,Arts,ESTP
28.0,Female,1,6.4129,6.359312347863846,2.02085,4.82840079314507,Sports,ESFP
21.0,Female,0,3.47118,2.1059296677708996,0.25776,6.438551295657044,Arts,INFJ
24.0,Female,0,4.87151,4.805811610748673,8.95305,6.842895484115552,Unknown,ENTJ
24.0,Female,1,2.6327,4.3997456585695,0.67485,5.831235902254159,Unknown,ENFP
30.0,Male,0,0.4514,6.895423015379279,2.70903,3.0252829846698983,Unknown,ISFP
28.0,Male,0,7.22592,5.4831712512551505,4.00365,4.063156596619086,Arts,ENFP
33.0,Male,0,0.33084,6.7319693555449,6.25677,6.019170961548844,Technology,ISFJ
39.0,Female,1,1.53358,6.973547234514644,8.47131,6.50666899569079,Technology,ISTP
22.0,Male,0,8.45936,7.7615998951533385,5.56824,6.452419621798165,Arts,ENTJ
29.0,Male,0,9.56821,3.0018730370637865,1.72275,6.017902021351924,Unknown,ENFJ
29.0,Female,0,5.22837,5.865835654046611,3.65059,6.467130974503227,Unknown,ENFJ
25.0,Female,1,5.82303,6.456863470125432,6.54873,4.7436083402544424,Unknown,ESTP
28.0,Male,0,1.08706,6.387555861877019,3.12919,6.405735653466428,Unknown,ISFJ
23.0,Male,0,3.68805,5.12868761421283,3.28563,6.117237912829124,Arts,INFJ
25.0,Male,0,6.43466,6.388143214462158,6.77547,4.315950213158897,Unknown,ESTP
24.0,Female,0,6.38423,1.9975597442185045,6.84446,6.251797688349306,Technology,ENTJ
25.0,Female,0,3.48113,5.292874243528707,6.82661,5.133675843379451,Sports,ENTJ
30.0,Male,0,5.77941,7.115604614141847,7.33849,4.426655949280324,Unknown,ESTP
28.0,Male,0,8.2233,3.8040238338096577,1.11853,3.8001017843551566,Others,ENFP
30.0,Male,0,6.04866,2.59619154247295,8.5742,6.981945729084789,Others,ENTJ
29.0,Male,0,3.63561,5.546252074479214,7.67029,6.213184198826136,Arts,ENTJ
32.0,Male,1,4.76947,4.041099449317866,9.17945,6.27949805777707,Unknown,ENTP
35.0,Female,0,3.12519,4.4475187006169445,3.10395,3.5990468811609833,Unknown,ENFP
27.0,Female,0,7.9303,7.214777699777471,4.49428,2.249314885940489,Unknown,ESFP
27.0,Male,0,5.01508,6.252425963191936,5.22907,3.8087253666623506,Unknown,ESFP
31.0,Female,0,7.32516,5.986353400498102,4.23492,6.005663776396398,Others,ENFJ
21.0,Male,0,6.53499,4.155267001859275,3.68689,7.76639134762439,Unknown,ENFJ
29.0,Female,0,3.39046,6.456823919315325,8.10268,5.728524605128634,Sports,ISTJ
36.0,Male,0,4.32058,5.696845205572706,1.59772,3.9209762585763888,Technology,ENFP
28.0,Male,1,2.90159,6.12199675184091,8.33662,3.477263738156545,Unknown,ISTP
27.0,Female,0,7.17138,7.324378328219243,4.42616,6.29495345804224,Others,ESFJ
34.0,Male,0,0.50985,6.25416034569237,1.92721,4.187257141184038,Arts,ISFP
22.0,Male,0,1.27646,5.28575566250562,4.82466,3.5914181596381405,Technology,INFP
25.0,Female,0,0.45156,4.565620935689581,6.41211,5.844002788843953,Sports,INTJ
25.0,Female,0,1.79324,5.069156855305868,4.55623,2.4715952049148218,Technology,INFP
27.0,Female,1,0.03946,7.213358478223373,5.59187,5.404329119753162,Technology,ISTP
28.0,Female,0,9.75852,2.7283822486012825,2.5493,4.4370892594031215,Unknown,ENFP
26.0,Male,0,6.1283,6.097649538802399,7.22912,4.383884477497345,Unknown,ENTP
36.0,Female,0,4.00421,6.455235935699671,0.22145,6.481693787315357,Unknown,ESFJ
22.0,Female,0,7.54169,5.672078384985581,8.60245,5.724348092636374,Unknown,ENTP
23.0,Female,0,2.37359,4.854789236321155,7.51163,5.253141496782574,Sports,INTJ
21.0,Female,0,6.36459,5.087214316018893,6.06271,6.2194919820840475,Sports,ENTJ
32.0,Female,0,4.92963,6.572168285203971,9.63583,6.791729725764866,Sports,ESTJ
25.0,Male,0,1.03805,6.3928966515531425,9.97931,6.766021212036843,Sports,ISTJ
30.0,Male,0,2.22814,4.002548625243248,5.8107,7.682172231768279,Unknown,INFJ
27.0,Female,0,8.89733,6.854918207288508,9.74663,5.463554164340213,Sports,ESTJ
23.0,Male,1,6.9738,6.083000794101134,9.51257,3.4665455210457385,Sports,ENTP
23.0,Male,0,3.57546,6.430013063529964,5.69934,7.221718966591659,Others,ISFJ
29.0,Male,0,1.60284,6.595286333972946,2.81259,6.745266710083447,Sports,ISFJ
29.0,Female,1,9.00195,6.73783322864567,8.6827,5.062456335597701,Unknown,ESTP
25.0,Male,0,8.15251,4.411813343436307,0.42259,5.077923960828143,Unknown,ENFP
26.0,Female,0,3.33756,4.615014723667342,5.9985,4.37190719645848,Technology,INTP
30.0,Male,0,9.79027,4.3560630298796665,1.71795,3.988709914194518,Unknown,ENFP
28.0,Male,0,4.47882,6.4239094264049985,8.99739,5.641947912378676,Sports,ISTJ
24.0,Male,0,1.11154,6.259716403927444,2.30325,6.2822092774252765,Arts,ISFJ
25.0,Male,0,0.76912,6.762825733589594,8.62936,4.871310626423328,Arts,ISTP
23.0,Female,1,5.14813,6.645783269248301,5.65211,5.254697178867045,Sports,ESTP
24.0,Male,0,1.38947,4.8092429592777055,6.40011,4.2068919923768835,Arts,INTP
26.0,Female,0,1.59915,6.789516047537978,3.63116,5.181470785567688,Sports,ISFJ
25.0,Female,0,2.55693,6.323065221823815,3.54949,3.819009782260461,Unknown,ISFP
44.0,Male,0,8.9324,5.67955940246277,3.54681,4.247464447739869,Others,ENFP
37.0,Male,1,5.49709,7.1708947442349755,6.77858,5.405390980654012,Others,ESTP
31.0,Female,0,4.6686,6.4933299314607895,8.34338,6.733943608517217,Unknown,ESTJ
31.0,Female,0,0.79698,6.5817519852229385,7.96435,6.894154483312443,Arts,ISTJ
33.0,Female,0,5.60387,6.432506582778813,4.72423,4.067706353504926,Technology,ESFP
24.0,Male,0,1.30906,6.113406841509225,5.7157,6.17329790354185,Arts,INTJ
37.0,Male,0,7.57507,6.128126922373807,9.8441,7.076401499066467,Others,ESTJ
27.0,Male,0,5.6633,6.078798083945401,8.01969,6.081902965432894,Technology,ENTJ
27.0,Female,0,8.35249,6.310038624461392,2.30772,6.733029118485717,Technology,ESFJ
30.0,Male,0,1.00423,3.9504226594465948,8.52951,5.231767731489558,Others,INTP
26.0,Male,0,2.34419,6.526820784904421,6.90043,2.652049830412935,Others,ISTP
25.0,Male,0,2.16238,2.8272348717394364,3.98442,6.775050127899865,Technology,INFJ
28.0,Male,0,6.35491,6.6665187622470246,7.51573,7.287832666099931,Technology,ESTJ
22.0,Male,0,3.37784,5.477295290674765,7.13686,7.1010172937318945,Arts,INTJ
24.0,Male,0,2.48112,6.652815903576055,2.88367,7.3115388916001,Unknown,INFJ
30.0,Female,0,1.0658,6.503688330367072,5.60018,6.091788501713123,Unknown,ISTJ
25.0,Male,0,7.49944,6.50831809192301,6.99251,6.5935596948684525,Arts,ESTJ
32.0,Female,0,3.40657,8.642704313697664,1.74978,3.945876491633939,Unknown,ISFP
31.0,Male,0,7.68278,7.504994699262738,1.46261,4.500524856074517,Unknown,ESFP
22.0,Male,1,8.57563,6.323195066933833,9.71438,2.117412160275797,Unknown,ESTP
31.0,Female,1,1.76827,6.720836878477303,7.55374,5.955078025507479,Unknown,ISTP
26.0,Male,0,5.82168,4.9798050098985795,6.83984,5.849824523852413,Unknown,ENTP
27.0,Male,0,1.58239,4.997952755795385,2.72725,6.074035151849666,Unknown,INFJ
21.0,Male,0,7.27887,5.480896284493152,7.75362,6.289072853860172,Arts,ENTJ
33.0,Female,0,2.4262,3.707285994219472,8.77619,5.150952291143629,Others,INTP
24.0,Male,0,1.94647,6.426555285256191,6.33814,7.949714014091894,Arts,ISTJ
24.0,Male,1,4.38747,6.333928124799157,2.24758,2.1924845775912503,Arts,ESFP
24.0,Male,1,1.39548,6.297228342731694,2.85847,5.840687050403505,Technology,ISFP
24.0,Female,0,5.14761,6.4061538391034745,7.95843,5.16332371511277,Sports,ESTJ
34.0,Male,1,5.89477,5.138515037017031,6.34947,5.831043707127153,Technology,ENFP
41.0,Male,0,1.43038,6.168441891696003,0.10663,6.448656237030901,Others,ISFJ
27.0,Female,0,9.40243,6.489756799925579,9.78101,6.731838762289077,Others,ESTJ
29.0,Male,0,3.35783,6.552566519029959,0.07982,6.3930047329037905,Arts,ISFJ
30.0,Female,0,4.1755,5.17747772989386,6.69001,0.3117930913328877,Sports,INTP
25.0,Male,0,6.69203,2.9826450096530213,0.98007,6.284679275708609,Sports,ENFJ
38.0,Female,0,8.64001,3.892017733826723,6.58408,7.345276396342994,Unknown,ENTJ
31.0,Female,0,5.75822,5.696061615796807,3.43867,7.368172834995538,Unknown,ENFJ
24.0,Male,0,0.58748,5.480874075665587,9.4564,6.579984444736055,Unknown,INTJ
25.0,Male,0,0.24865,6.34156475608151,4.386,6.804442183789458,Unknown,ISFJ
42.0,Female,0,5.40505,6.317568923006359,3.40109,2.355982457372049,Technology,ESFP
25.0,Male,1,2.4866,5.864779286352033,7.85628,5.287580648239702,Unknown,INTP
21.0,Male,0,5.1232,3.4001883476259116,5.87596,5.437381942034583,Sports,ENFJ
27.0,Female,1,1.20549,4.995105233035739,6.27841,2.395333569717808,Unknown,INTP
33.0,Male,0,9.62588,6.286655837872658,7.16232,2.688273251938786,Sports,ESTP
23.0,Male,0,6.43435,4.450829807698682,4.8034,6.486044999008481,Unknown,ENFJ
25.0,Male,0,4.07309,6.054618145480499,6.55991,1.1048928585397624,Unknown,INTP
24.0,Female,0,9.70991,3.7581139436310904,6.94693,1.4845499666690856,Unknown,ENTP
25.0,Female,0,3.54068,6.376286614772766,2.84831,5.321293131845295,Sports,ISFJ
32.0,Female,0,8.61311,4.164080473039955,1.37033,4.445632601437779,Sports,ENFP
26.0,Male,0,9.57871,4.656758971281441,8.90439,0.4842705014508235,Unknown,ENTP
22.0,Male,1,4.26639,3.3150291205118076,2.26411,4.877527010364943,Technology,INFP
24.0,Female,0,9.84874,5.659013538761673,9.23704,6.713035157026084,Sports,ENTJ
27.0,Female,0,2.38796,6.000564130810891,5.85741,0.8765663096187613,Arts,INTP
23.0,Female,0,0.05455,4.391439172430458,0.22115,4.376386205457944,Unknown,INFP
28.0,Male,0,4.01582,3.5994452799362717,8.91459,3.9210535930186508,Others,INTP
37.0,Female,0,4.91716,6.408522170322556,4.31977,5.961588030260054,Others,ESFP
29.0,Female,0,5.85781,6.212487488646874,7.77192,6.076917727481785,Others,ESTJ
24.0,Female,0,4.96139,4.512556788549843,5.97391,4.06303373068072,Arts,ENTP
27.0,Male,0,9.52915,7.241668727319864,7.6194,8.064677360604689,Unknown,ESTJ
21.0,Female,0,5.5194,5.928298135657831,6.83251,4.549989479280332,Arts,ENTP
31.0,Male,0,7.7963,6.210714005644093,7.0118,6.256845656005337,Unknown,ESTJ
22.0,Male,0,4.89447,6.411124840251506,1.72044,4.36668043741608,Technology,ISFP
24.0,Female,0,5.34978,7.04543905755207,2.14071,7.276026049812927,Arts,ESFJ
21.0,Female,0,1.25724,5.935885119138567,8.99757,3.18109759686158,Others,INTP
25.0,Female,0,7.91201,5.828863758967097,2.44287,6.191040684228252,Unknown,ENFJ
30.0,Female,0,9.02289,6.5070903087123515,9.94613,5.218674743105591,Sports,ESTJ
31.0,Male,0,3.01384,3.5955375122843685,5.86374,5.081037391911545,Unknown,INFP
28.0,Female,0,4.31242,5.539700547279249,9.09881,6.327291521188071,Arts,ENTJ
27.0,Male,0,0.16587,5.770104749058749,9.50478,7.589067647247175,Unknown,INTJ
22.0,Male,0,9.69188,6.696489132556024,6.43764,5.240031561718306,Sports,ESFJ
26.0,Male,0,1.53301,5.056995871345058,1.55444,6.67802335822863,Unknown,INFJ
21.0,Female,0,0.72781,6.72534074468646,2.4207,6.678209190925862,Unknown,INFJ
29.0,Female,1,5.11707,6.143007786184903,9.9981,1.6501258146531796,Others,ESTP
34.0,Male,1,0.11173,6.345570481820688,6.45008,6.5877660975585615,Unknown,ISFP
32.0,Male,0,3.30695,5.749286891107104,8.14565,3.9133317578892752,Unknown,INTP
28.0,Female,0,0.68349,4.951700310748215,8.42936,6.597396149534734,Unknown,INTJ
28.0,Female,0,3.32792,3.9921187291733493,9.98269,3.142831885445908,Unknown,INTP
24.0,Female,0,6.97794,6.348514588185902,8.55223,6.483213340724791,Unknown,ESTJ
20.0,Male,0,8.74749,6.062988822958317,6.6229,5.655289123660983,Sports,ENTJ
29.0,Male,1,3.47796,6.1867219315841755,4.73247,1.380595055412785,Unknown,ISFP
24.0,Male,0,3.76748,6.219025512982774,1.57449,6.798291450769002,Unknown,ISFJ
33.0,Male,0,7.40084,6.315903286220131,8.4201,4.041125754301913,Unknown,ESTP
24.0,Male,0,9.5251,5.501066227230485,1.04731,5.406223447317843,Arts,ENFP
24.0,Female,0,6.73202,6.155308960159932,3.44418,3.045158872223877,Arts,ESFP
21.0,Male,0,6.58843,7.137196622379237,8.70959,5.119961737666314,Sports,ENTJ
21.0,Male,1,4.00035,6.919725745998587,7.80446,6.952658934858486,Sports,INTP
22.0,Female,0,9.1923,4.505470365257478,8.15729,6.660056512720091,Arts,ENTJ
31.0,Male,0,1.57989,5.140374658122071,5.90633,7.0655866960144404,Unknown,INFJ
24.0,Female,0,2.15541,6.82106221583717,1.77008,7.145381743480611,Technology,ISFJ
33.0,Female,0,0.43708,6.457742548593133,3.19245,6.54405351573104,Others,ISFJ
23.0,Female,0,1.04265,5.483267613819106,8.79861,6.434370043653718,Unknown,INTJ
31.0,Male,0,5.62526,6.41658423830037,7.22648,6.564983896073524,Unknown,ESTJ
31.0,Male,0,9.98812,2.5322869602944422,4.1344,3.7725572635098117,Sports,ENFP
25.0,Female,0,6.63376,6.103300638884926,0.21595,6.077256595998002,Arts,ESFJ
24.0,Male,0,3.03385,4.813973404369081,8.80756,6.657965089597533,Arts,INTJ
27.0,Male,0,3.08844,3.8316394266358222,2.4968,7.103283298816058,Unknown,INFJ
22.0,Female,0,1.57516,5.4123494693273795,6.96813,6.512565612905554,Others,INTJ
25.0,Female,0,9.98118,6.973274766751609,5.02677,7.364364376048723,Unknown,ESFJ
21.0,Male,1,3.97842,5.934246625164069,7.71741,4.127710996645748,Unknown,ENTP
26.0,Female,1,2.44696,6.338280184965398,9.66885,5.883409278249974,Unknown,ISTP
32.0,Female,0,4.57698,5.533707518202522,5.88053,6.64876922347238,Unknown,ENTJ
23.0,Male,0,1.12833,5.459956007793043,0.65902,6.603000641807861,Unknown,INFJ
30.0,Male,0,7.1446,3.491619739786539,4.87898,2.5429861092484365,Arts,ENFP
25.0,Female,0,3.93203,4.286447612566732,8.10401,3.895305217863627,Unknown,INTP
27.0,Female,1,3.53299,6.473842107942519,1.08649,5.609716975964505,Technology,ISFP
23.0,Female,0,3.06476,6.290646040714228,2.79361,6.697921877559427,Unknown,INFJ
20.0,Male,1,0.47619,4.5426985842967635,8.01846,0.929977406580174,Unknown,INTP
24.0,Female,1,2.49278,5.826986489989715,0.21229,6.032110168677331,Unknown,INFP
22.0,Female,1,0.60772,3.403370586667002,5.32947,4.2337678386294195,Arts,INTP
24.0,Female,0,7.97635,6.484010741272758,9.47903,6.562185125709426,Arts,ESTJ
40.0,Female,0,7.63874,5.534964336660833,9.94768,6.921709748702521,Arts,ENTJ
26.0,Male,0,0.36827,6.454753824507157,5.78709,5.248551081678748,Unknown,ISFP
30.0,Female,0,2.63092,6.829928193522162,7.36565,5.90762722223864,Sports,ISTJ
34.0,Male,0,6.37316,3.7374483511626018,4.87686,6.3231748663847895,Arts,ENFJ
22.0,Male,1,0.20553,6.980845983027981,0.10283,5.061534364708574,Unknown,INFP
22.0,Female,0,4.75806,5.442095196004872,9.32884,6.3084117083752105,Arts,ENTJ
27.0,Male,0,1.93275,5.719655951362136,9.98294,6.670483557841521,Unknown,INTJ
36.0,Male,0,2.64888,6.195564311504231,2.84958,6.2422742402595475,Arts,ISFJ
32.0,Male,1,0.35715,6.867045303562061,8.46711,3.1485131037703336,Technology,ISTP
33.0,Male,0,1.51618,1.8275717710487562,7.41223,6.191481424365391,Unknown,INTJ
28.0,Male,0,9.26486,6.1075327916688895,9.78986,4.776213187287061,Arts,ESTP
29.0,Male,0,0.57763,7.493871303677546,7.30006,2.1631676439283227,Arts,ISTP
29.0,Female,1,1.3446,7.311304071727971,1.03206,2.0598988235990134,Sports,ISFP
32.0,Male,0,2.06735,7.9941501915905855,1.61071,6.4407302886183055,Arts,ISFJ
21.0,Female,1,1.34993,5.780150598384665,9.9536,4.938455588535998,Arts,INTP
28.0,Female,0,8.46372,6.870535752240919,2.38846,2.6505197823595426,Unknown,ESFP
31.0,Female,0,0.77244,6.716257221128145,1.96201,5.599894927461896,Sports,ISFJ
32.0,Female,1,8.2162,6.299493409256518,6.20726,4.1291365665930595,Arts,ESTP
32.0,Female,0,7.86956,6.827986597979083,8.0748,7.090357744005316,Unknown,ESTJ
22.0,Male,0,5.73014,4.974343425213585,3.67788,5.053667230083802,Unknown,ENFP
39.0,Male,1,2.85813,5.937007836874105,5.29119,5.428508053926226,Arts,INFP
30.0,Male,0,5.76184,5.158868005236597,5.49943,6.059556249011555,Arts,ENFJ
40.0,Female,1,3.18119,6.351492075087664,9.68861,1.826633755195724,Arts,ISTP
23.0,Female,0,8.69749,6.44483801481456,0.42091,6.758502261730128,Technology,ESFJ
30.0,Male,0,0.03288,0.0,6.86343,6.3977738494151914,Arts,INTJ
34.0,Female,0,4.46761,7.250318652092604,8.43582,3.8565426719733824,Sports,ISTP
27.0,Female,1,0.78362,3.886873754023074,8.0641,6.217217607598552,Arts,INTP
32.0,Female,0,0.7697,6.710926054093365,4.76677,6.668815253089386,Arts,ISTJ
30.0,Male,0,3.5619,7.477996497962205,8.93374,4.46643898234518,Technology,ISTP
23.0,Female,1,6.68947,6.921020970760424,7.63131,4.914308502686762,Technology,ENTP
26.0,Male,0,2.00251,6.183434268444841,1.4004,4.2951557880771745,Unknown,ISFP
29.0,Female,0,6.17559,4.959315908048156,8.98345,4.236889471956344,Unknown,ENTP
25.0,Female,0,4.33402,5.199910051426784,9.10728,5.988975865179453,Sports,ENTJ
32.0,Female,0,6.28922,6.452334850849108,1.60737,6.253798451469934,Others,ESFJ
28.0,Male,0,7.88339,7.151648368079569,4.23535,5.886956361621713,Sports,ESFJ
22.0,Female,1,9.42383,4.194079306288062,4.49382,5.051620183077883,Arts,ENFP
29.0,Male,0,1.79284,3.2226990712642527,7.92695,5.241046807937913,Sports,INTJ
25.0,Female,0,1.89707,7.248997711575985,8.85066,5.940998789663883,Sports,ISTJ
40.0,Male,1,7.97647,6.3638111373248725,9.14711,5.483085005502526,Unknown,ESTP
21.0,Male,0,6.83157,4.529219778013768,8.37404,6.706349820552718,Others,ENTJ
24.0,Male,0,0.66174,5.46506093675283,5.28967,4.1460610600297265,Technology,INFP
27.0,Female,0,0.33672,6.084971252152247,2.72616,6.109198089911931,Technology,INFJ
30.0,Female,0,1.46619,3.8930613205868507,4.46374,6.276189860142782,Unknown,INFJ
19.0,Female,0,1.47797,4.537726998075945,4.2502,6.57197607158998,Sports,INFJ
39.0,Female,1,9.13927,4.676365678184526,8.66855,6.007140211344583,Others,ENTP
35.0,Male,0,1.44867,7.074199615870412,8.63529,7.115057276908104,Others,ISTJ
31.0,Male,1,0.47345,3.663292747189331,7.94059,0.0,Unknown,INTP
24.0,Female,1,1.10326,5.337363401152576,4.1627,5.031456584341423,Unknown,INFP
23.0,Female,0,5.94872,4.826418869373885,9.09298,6.210259484457888,Arts,ENTJ
46.0,Male,0,4.00109,6.444245326158342,8.26955,6.308987452512021,Sports,ISTJ
28.0,Female,0,7.94302,5.339998414535684,8.10375,5.168114677949929,Sports,ENTJ
20.0,Male,0,5.42542,5.448421108976532,9.90792,6.167585164402299,Arts,INTJ
24.0,Female,0,7.72668,4.583979557655224,5.13346,4.53312088257707,Unknown,ENFP
23.0,Female,0,3.45986,2.456234294427186,9.87209,6.123963391002411,Technology,INTJ
30.0,Male,0,1.5796,6.740635229543778,8.34728,6.1194944694705535,Arts,ISTJ
29.0,Male,1,9.75967,6.259405813133937,7.63043,6.2008208794538895,Technology,ESTP
22.0,Male,1,1.75982,6.1448552347369025,7.28919,2.5047892606754454,Unknown,ISTP
38.0,Male,0,1.03638,6.519437781066579,7.45517,5.0728877014151825,Sports,ISTJ
26.0,Female,0,3.95864,6.2405781562024165,4.94448,6.34700926804938,Unknown,ESFJ
24.0,Male,0,3.82017,5.409649118263947,0.40693,2.735222341282387,Unknown,INFP
21.0,Female,0,1.91994,3.757345764857529,0.7258,6.538758423393331,Arts,INFJ
29.0,Female,0,3.56659,6.994373523290374,1.41148,6.246891380191054,Unknown,ISFJ
33.0,Male,1,8.51073,5.622499278341189,0.44452,4.073357389528811,Sports,ENFP
23.0,Female,1,3.36895,5.432377242196349,3.9664,4.2560227012340155,Unknown,INFP
24.0,Female,0,3.78242,7.002943879081849,5.05867,6.267108664371999,Unknown,ESFJ
40.0,Female,0,6.37288,6.470368288427341,4.88518,3.1139474096970194,Unknown,ESFP
31.0,Female,1,9.99852,5.700221748130614,4.8765,3.733119487677749,Arts,ENTP
37.0,Female,0,0.74712,3.5316387015118424,6.19832,6.85880919423659,Arts,INTJ
29.0,Male,0,6.42179,8.184004533629977,9.0685,6.134057221915412,Technology,ESTJ
26.0,Male,1,7.41737,4.0423203796406435,0.54421,6.1053651556742405,Arts,ENFP
23.0,Male,1,9.45127,6.74844280396341,9.151,5.535683957168574,Technology,ENTP
24.0,Male,1,1.43574,4.45329510479135,5.61357,4.608626596902073,Unknown,INFP
33.0,Male,1,5.7935,7.006164390101508,4.74993,3.7207816247161714,Technology,ESFP
21.0,Male,0,9.0303,5.440650925573781,6.9564,5.80844678645762,Unknown,ENTP
32.0,Male,0,6.37986,6.143352949345954,3.32374,4.813719827433875,Others,ESFP
30.0,Female,0,4.0613,6.851194485207226,1.83713,6.25206530109569,Unknown,ESFJ
33.0,Female,0,0.47219,6.274483388823992,9.045,6.201631162720317,Technology,ISTJ
25.0,Male,0,1.90115,6.953049281501938,5.93126,5.491387760087462,Arts,ISTP
21.0,Male,0,4.63473,5.464252239755846,4.98216,6.000729304331295,Unknown,ENFJ
26.0,Male,0,6.45001,6.3850828174197325,9.85259,6.132841354647227,Others,ESTJ
32.0,Male,1,3.64792,7.268318439676196,4.35943,8.0431064022105,Sports,ISFJ
23.0,Male,0,8.43054,5.053407075237387,7.17886,5.374980744879038,Others,ENTP
37.0,Male,0,3.75992,6.7904741223071525,8.68835,7.206143737596738,Unknown,ISTJ
23.0,Male,0,3.11732,6.743050327855517,7.33374,5.020824352775194,Sports,INTJ
34.0,Male,0,2.84239,3.869065057661163,6.71497,5.002745229240309,Unknown,INTP
26.0,Female,0,9.52332,4.989695308556037,6.23244,2.824122025681496,Sports,ENTP
